Date,Open,High,Low,Close,Adj Close,Volume
2017-12-20,4.632500,4.657500,4.552500,4.562500,3.986280,9218000
2017-12-21,4.572500,4.617500,4.502500,4.612500,4.029965,11448400
2017-12-22,4.612500,4.632500,4.562500,4.572500,3.995017,8341600
2017-12-26,4.572500,4.795000,4.567500,4.627500,4.043071,12936800
2017-12-27,4.627500,4.642500,4.550000,4.562500,3.986280,7350400
2017-12-28,4.567500,4.570000,4.505000,4.542500,3.968806,7757600
2017-12-29,4.557500,4.582500,4.485000,4.487500,3.920752,8255600
2018-01-02,4.490000,4.572500,4.445000,4.565000,3.988464,11330800
2018-01-03,4.572500,4.592500,4.480000,4.550000,3.975358,15156800
2018-01-04,4.550000,4.595000,4.490000,4.580000,4.001569,11125200
2018-01-05,4.595000,4.682500,4.555000,4.670000,4.080204,12076000
2018-01-08,4.700000,4.850000,4.700000,4.807500,4.200337,14673600
2018-01-09,4.827500,4.937500,4.827500,4.887500,4.270233,14650400
2018-01-10,4.847500,4.980000,4.832500,4.920000,4.298630,16051200
2018-01-11,4.980000,5.077500,4.942500,4.990000,4.359788,16852400
2018-01-12,4.625000,4.635000,4.407500,4.440000,3.879251,61783200
2018-01-16,4.500000,4.570000,4.260000,4.290000,3.748195,31410000
2018-01-17,4.310000,4.427500,4.292500,4.375000,3.822460,17038800
2018-01-18,4.367500,4.482500,4.302500,4.465000,3.901093,17062800
2018-01-19,4.472500,4.545000,4.437500,4.532500,3.960068,12776000
2018-01-22,4.555000,4.567500,4.367500,4.387500,3.833381,20939200
2018-01-23,4.380000,4.392500,4.292500,4.350000,3.800617,14514000
2018-01-24,4.350000,4.362500,4.182500,4.245000,3.708879,16295600
2018-01-25,4.245000,4.260000,4.152500,4.210000,3.678299,10807200
2018-01-26,4.215000,4.272500,4.152500,4.265000,3.726352,13395200
2018-01-29,4.262500,4.300000,4.200000,4.287500,3.746011,12618800
2018-01-30,4.270000,4.305000,4.215000,4.267500,3.728537,7544000
2018-01-31,4.285000,4.317500,4.175000,4.202500,3.671746,10996800
2018-02-01,4.175000,4.252500,4.142500,4.165000,3.638982,11748400
2018-02-02,4.140000,4.165000,4.055000,4.057500,3.545059,13014000
2018-02-05,4.035000,4.055000,3.910000,3.912500,3.418371,16524400
2018-02-06,3.840000,4.095000,3.775000,4.035000,3.525400,19848800
2018-02-07,4.040000,4.167500,4.037500,4.117500,3.597481,17654000
2018-02-08,4.112500,4.137500,3.940000,3.957500,3.457688,17146800
2018-02-09,3.995000,4.082500,3.917500,4.042500,3.531953,22563600
2018-02-12,4.072500,4.082500,3.905000,3.950000,3.451135,9727200
2018-02-13,3.940000,3.965000,3.872500,3.895000,3.403081,9855600
2018-02-14,3.895000,4.100000,3.882500,4.055000,3.542874,12863600
2018-02-15,4.075000,4.125000,4.060000,4.102500,3.584375,9052400
2018-02-16,4.130000,4.242500,4.062500,4.100000,3.582191,10824400
2018-02-20,4.075000,4.080000,3.945000,3.965000,3.464241,9959200
2018-02-21,3.975000,4.052500,3.915000,3.922500,3.427108,12124800
2018-02-22,3.952500,3.982500,3.892500,3.905000,3.411819,9808800
2018-02-23,3.947500,3.997500,3.917500,3.992500,3.488268,10321200
2018-02-26,4.000000,4.025000,3.960000,4.020000,3.512295,11084800
2018-02-27,4.025000,4.147500,3.892500,3.892500,3.400898,17896000
2018-02-28,3.912500,3.987500,3.895000,3.922500,3.427108,18948000
2018-03-01,3.947500,4.057500,3.940000,3.992500,3.488268,12530000
2018-03-02,3.890000,3.997500,3.845000,3.982500,3.564343,14215600
2018-03-05,3.967500,4.027500,3.920000,4.012500,3.591193,16944400
2018-03-06,4.012500,4.042500,3.950000,4.015000,3.593430,10670400
2018-03-07,3.962500,4.042500,3.960000,3.985000,3.566580,11957600
2018-03-08,3.987500,4.012500,3.870000,3.910000,3.499455,11897600
2018-03-09,3.922500,3.972500,3.877500,3.962500,3.546443,15879600
2018-03-12,3.962500,4.002500,3.875000,3.887500,3.479318,15514400
2018-03-13,3.907500,4.002500,3.895000,3.902500,3.492743,11566000
2018-03-14,3.930000,3.955000,3.857500,3.865000,3.459180,10072400
2018-03-15,3.875000,3.905000,3.815000,3.827500,3.425618,7468000
2018-03-16,3.835000,3.915000,3.830000,3.855000,3.450230,20336000
2018-03-19,3.810000,3.852500,3.690000,3.702500,3.313743,15904400
2018-03-20,3.705000,3.737500,3.587500,3.617500,3.237668,17136000
2018-03-21,3.577500,3.612500,3.502500,3.505000,3.136980,17644800
2018-03-22,3.485000,3.522500,3.397500,3.457500,3.094467,17769200
2018-03-23,3.480000,3.485000,3.372500,3.375000,3.020630,15245600
2018-03-26,3.425000,3.522500,3.397500,3.510000,3.141455,20062800
2018-03-27,3.517500,3.552500,3.442500,3.470000,3.105655,17923600
2018-03-28,3.500000,3.577500,3.452500,3.537500,3.166067,30536000
2018-03-29,3.162500,3.250000,3.050000,3.155000,2.823729,101847200
2018-04-02,3.127500,3.320000,3.125000,3.205000,2.868479,44520000
2018-04-03,3.160000,3.282500,3.150000,3.252500,2.910992,22988800
2018-04-04,3.205000,3.370000,3.177500,3.335000,2.984829,25535200
2018-04-05,3.337500,3.407500,3.317500,3.390000,3.034055,20562400
2018-04-06,3.355000,3.415000,3.310000,3.357500,3.004967,16953200
2018-04-09,3.377500,3.440000,3.357500,3.370000,3.016155,22814400
2018-04-10,3.420000,3.465000,3.377500,3.420000,3.060905,23154400
2018-04-11,3.405000,3.495000,3.400000,3.460000,3.096705,17136000
2018-04-12,3.465000,3.467500,3.367500,3.407500,3.049717,12457600
2018-04-13,3.432500,3.485000,3.387500,3.402500,3.045242,12754800
2018-04-16,3.432500,3.475000,3.400000,3.452500,3.089992,12910800
2018-04-17,3.472500,3.545000,3.460000,3.485000,3.119080,17155600
2018-04-18,3.497500,3.507500,3.400000,3.415000,3.056430,14293200
2018-04-19,3.415000,3.445000,3.362500,3.380000,3.025105,10029600
2018-04-20,3.367500,3.385000,3.202500,3.220000,2.881904,24803200
2018-04-23,3.225000,3.337500,3.225000,3.300000,2.953504,14771600
2018-04-24,3.322500,3.410000,3.280000,3.352500,3.000492,14454400
2018-04-25,3.337500,3.407500,3.322500,3.365000,3.011679,14588400
2018-04-26,3.400000,3.470000,3.362500,3.417500,3.058667,12848000
2018-04-27,3.420000,3.477500,3.400000,3.465000,3.101180,10002400
2018-04-30,3.492500,3.500000,3.390000,3.412500,3.054192,12607600
2018-05-01,3.395000,3.472500,3.367500,3.462500,3.098942,9638800
2018-05-02,3.465000,3.467500,3.337500,3.362500,3.009442,12727200
2018-05-03,3.355000,3.372500,3.200000,3.207500,2.870717,20365600
2018-05-04,3.207500,3.270000,3.185000,3.250000,2.908754,19612400
2018-05-07,3.255000,3.257500,3.195000,3.222500,2.884142,12474000
2018-05-08,3.210000,3.235000,3.137500,3.197500,2.861767,15356000
2018-05-09,3.205000,3.240000,3.152500,3.232500,2.893092,15011600
2018-05-10,3.240000,3.300000,3.220000,3.257500,2.915467,12474000
2018-05-11,3.150000,3.210000,3.117500,3.177500,2.843867,22029600
2018-05-14,3.172500,3.370000,3.152500,3.315000,2.966930,23629600
2018-05-15,3.312500,3.402500,3.307500,3.377500,3.022867,15160800
2018-05-16,3.437500,3.470000,3.332500,3.387500,3.031817,26954000
2018-05-17,3.375000,3.442500,3.370000,3.405000,3.047480,11648000
2018-05-18,3.382500,3.382500,3.065000,3.115000,2.787929,40947600
2018-05-21,3.130000,3.222500,3.122500,3.195000,2.859529,20262800
2018-05-22,3.195000,3.227500,3.135000,3.167500,2.834917,18169600
2018-05-23,3.135000,3.187500,3.110000,3.180000,2.846104,12640400
2018-05-24,3.145000,3.195000,3.112500,3.185000,2.850579,12308000
2018-05-25,3.190000,3.200000,3.145000,3.167500,2.834917,9776000
2018-05-29,3.145000,3.277500,3.137500,3.262500,2.919942,16962800
2018-05-30,3.275000,3.400000,3.222500,3.355000,3.002729,19965200
2018-05-31,3.370000,3.397500,3.242500,3.300000,2.953504,25956800
2018-06-01,3.200000,3.430000,3.197500,3.430000,3.069855,103296000
2018-06-04,3.447500,3.562500,3.360000,3.560000,3.186205,29186400
2018-06-05,3.560000,3.662500,3.500000,3.650000,3.266755,22786000
2018-06-06,3.670000,3.672500,3.562500,3.605000,3.226480,20594400
2018-06-07,3.625000,3.662500,3.592500,3.622500,3.242142,12854000
2018-06-08,3.632500,3.655000,3.602500,3.632500,3.251092,20124000
2018-06-11,3.537500,3.582500,3.515000,3.572500,3.283259,18871200
2018-06-12,3.580000,3.592500,3.512500,3.512500,3.228117,13536400
2018-06-13,3.492500,3.492500,3.262500,3.332500,3.062690,35296400
2018-06-14,3.325000,3.330000,3.175000,3.212500,2.952406,30128800
2018-06-15,3.190000,3.590000,3.190000,3.490000,3.207438,52570800
2018-06-18,3.487500,3.945000,3.342500,3.800000,3.492340,95155600
2018-06-19,3.837500,3.940000,3.775000,3.937500,3.618707,40562400
2018-06-20,3.945000,3.952500,3.830000,3.927500,3.609517,20656800
2018-06-21,3.952500,3.995000,3.872500,3.882500,3.568160,14252400
2018-06-22,3.887500,3.922500,3.777500,3.880000,3.565862,38308800
2018-06-25,3.852500,3.930000,3.735000,3.777500,3.471661,10738800
2018-06-26,3.797500,3.800000,3.672500,3.742500,3.439495,10790000
2018-06-27,3.750000,3.792500,3.645000,3.650000,3.354484,9022800
2018-06-28,3.647500,3.722500,3.622500,3.720000,3.418817,7620800
2018-06-29,3.747500,3.767500,3.627500,3.642500,3.347591,13604400
2018-07-02,3.647500,3.675000,3.507500,3.540000,3.253390,14893200
2018-07-03,3.542500,3.577500,3.500000,3.512500,3.228117,5157200
2018-07-05,3.520000,3.675000,3.510000,3.657500,3.361377,18887200
2018-07-06,3.667500,3.807500,3.660000,3.787500,3.480851,16204400
2018-07-09,3.892500,3.907500,3.792500,3.867500,3.554375,15678000
2018-07-10,3.882500,3.885000,3.702500,3.715000,3.414221,11666800
2018-07-11,3.692500,3.707500,3.615000,3.675000,3.377460,9150800
2018-07-12,3.687500,3.780000,3.685000,3.772500,3.467066,7703600
2018-07-13,3.747500,3.865000,3.747500,3.820000,3.510720,9328800
2018-07-16,3.817500,3.845000,3.765000,3.805000,3.496935,7226000
2018-07-17,3.792500,3.855000,3.635000,3.645000,3.349889,12180400
2018-07-18,3.650000,3.662500,3.580000,3.645000,3.349889,8198800
2018-07-19,3.645000,3.757500,3.625000,3.730000,3.428007,6913600
2018-07-20,3.727500,3.802500,3.720000,3.770000,3.464768,8591600
2018-07-23,3.762500,3.772500,3.695000,3.722500,3.421114,7335200
2018-07-24,3.745000,3.745000,3.665000,3.695000,3.395841,6170400
2018-07-25,3.672500,3.675000,3.562500,3.627500,3.333806,13380000
2018-07-26,3.627500,3.760000,3.625000,3.702500,3.402734,6756800
2018-07-27,3.727500,3.742500,3.637500,3.707500,3.407329,5658000
2018-07-30,3.720000,3.745000,3.647500,3.675000,3.377460,6311200
2018-07-31,3.680000,3.682500,3.602500,3.602500,3.310830,11030000
2018-08-01,3.605000,3.720000,3.600000,3.682500,3.384353,8318800
2018-08-02,3.652500,3.695000,3.602500,3.655000,3.359079,10116400
2018-08-03,3.672500,3.725000,3.650000,3.712500,3.411924,10228800
2018-08-06,3.720000,3.745000,3.685000,3.715000,3.414221,8300000
2018-08-07,3.730000,3.805000,3.705000,3.780000,3.473959,7813600
2018-08-08,3.780000,3.830000,3.752500,3.812500,3.503827,8715600
2018-08-09,3.812500,3.865000,3.745000,3.802500,3.494637,9370800
2018-08-10,3.795000,3.900000,3.775000,3.830000,3.519911,9665600
2018-08-13,3.837500,3.845000,3.777500,3.802500,3.494637,8403600
2018-08-14,3.817500,3.892500,3.800000,3.875000,3.561267,7813600
2018-08-15,3.865000,3.875000,3.797500,3.855000,3.542887,8390400
2018-08-16,3.885000,3.890000,3.805000,3.805000,3.496935,6878800
2018-08-17,3.792500,3.837500,3.747500,3.832500,3.522208,6533200
2018-08-20,3.850000,3.995000,3.837500,3.962500,3.641683,14427600
2018-08-21,4.000000,4.142500,3.957500,4.122500,3.788729,20772800
2018-08-22,4.135000,4.317500,4.127500,4.245000,3.901311,26422400
2018-08-23,4.245000,4.302500,4.155000,4.190000,3.850764,14334000
2018-08-24,4.190000,4.210000,4.050000,4.137500,3.802514,18102400
2018-08-27,4.117500,4.125000,3.637500,3.677500,3.379757,58779600
2018-08-28,3.677500,3.687500,3.500000,3.507500,3.223521,27288000
2018-08-29,3.535000,3.575000,3.437500,3.530000,3.244200,16398400
2018-08-30,3.497500,3.497500,3.380000,3.395000,3.120130,15733600
2018-08-31,3.402500,3.407500,3.295000,3.317500,3.048904,14896000
2018-09-04,3.292500,3.525000,3.270000,3.512500,3.228117,23744000
2018-09-05,3.492500,4.132500,3.490000,4.065000,3.735884,69886400
2018-09-06,4.037500,4.062500,3.770000,4.035000,3.708313,27108800
2018-09-07,3.812500,4.095000,3.690000,4.032500,3.706016,27182400
2018-09-10,4.040000,4.087500,3.967500,4.000000,3.676147,10910800
2018-09-11,4.000000,4.150000,4.000000,4.040000,3.712909,11164000
2018-09-12,4.042500,4.190000,4.042500,4.165000,3.827788,13583200
2018-09-13,4.177500,4.260000,4.152500,4.260000,3.915097,14758000
2018-09-14,4.242500,4.250000,4.117500,4.197500,3.857657,12021600
2018-09-17,4.177500,4.215000,4.125000,4.152500,3.904673,8928000
2018-09-18,4.105000,4.170000,4.087500,4.125000,3.878814,7147200
2018-09-19,4.125000,4.200000,4.112500,4.150000,3.902322,7192800
2018-09-20,4.150000,4.202500,4.112500,4.122500,3.876463,6416400
2018-09-21,4.112500,4.187500,4.107500,4.130000,3.883516,12163600
2018-09-24,4.105000,4.105000,3.872500,3.880000,3.648436,14310800
2018-09-25,3.910000,4.022500,3.825000,4.005000,3.765976,8250000
2018-09-26,4.035000,4.035000,3.885000,3.897500,3.664891,7605200
2018-09-27,3.920000,3.937500,3.857500,3.887500,3.655488,8096800
2018-09-28,3.885000,3.962500,3.797500,3.817500,3.589666,10103200
2018-10-01,3.820000,3.885000,3.745000,3.820000,3.592017,16239200
2018-10-02,3.792500,3.827500,3.710000,3.717500,3.495634,11512800
2018-10-03,3.750000,3.792500,3.687500,3.730000,3.507388,8054400
2018-10-04,3.742500,3.780000,3.680000,3.705000,3.483880,6086400
2018-10-05,3.707500,3.732500,3.645000,3.670000,3.450969,9294800
2018-10-08,3.677500,3.797500,3.665000,3.745000,3.521493,9040400
2018-10-09,3.732500,3.862500,3.675000,3.690000,3.469775,9622800
2018-10-10,3.702500,3.792500,3.702500,3.707500,3.486231,7850400
2018-10-11,3.697500,3.775000,3.662500,3.665000,3.446267,8384000
2018-10-12,3.725000,3.787500,3.675000,3.700000,3.479179,7710400
2018-10-15,3.702500,3.767500,3.695000,3.720000,3.497985,6000400
2018-10-16,3.742500,3.825000,3.695000,3.822500,3.594368,8160800
2018-10-17,3.822500,3.870000,3.695000,3.830000,3.601420,7991600
2018-10-18,3.825000,3.855000,3.725000,3.765000,3.540299,5914400
2018-10-19,3.717500,3.750000,3.617500,3.682500,3.462723,12424000
2018-10-22,3.705000,3.805000,3.672500,3.780000,3.554404,9222000
2018-10-23,3.747500,3.827500,3.697500,3.817500,3.589666,9580400
2018-10-24,3.825000,3.900000,3.767500,3.767500,3.542650,8965200
2018-10-25,3.780000,3.800000,3.570000,3.610000,3.394550,9096400
2018-10-26,3.607500,3.607500,3.410000,3.427500,3.222942,10044400
2018-10-29,3.460000,3.740000,3.442500,3.632500,3.415707,12675600
2018-10-30,3.642500,3.777500,3.600000,3.667500,3.448618,8376400
2018-10-31,3.702500,3.705000,3.565000,3.650000,3.432163,6955600
2018-11-01,3.652500,3.837500,3.650000,3.837500,3.608473,11017200
2018-11-02,3.855000,3.940000,3.797500,3.902500,3.669593,6662400
2018-11-05,3.887500,3.890000,3.722500,3.747500,3.523844,7214400
2018-11-06,3.737500,3.762500,3.707500,3.737500,3.514440,7584000
2018-11-07,3.750000,3.762500,3.662500,3.725000,3.502687,8177200
2018-11-08,3.725000,3.755000,3.695000,3.715000,3.493283,8557200
2018-11-09,3.680000,3.700000,3.580000,3.660000,3.441566,6686000
2018-11-12,3.665000,3.695000,3.465000,3.470000,3.262905,9600800
2018-11-13,3.475000,3.545000,3.445000,3.470000,3.262905,9232800
2018-11-14,3.522500,3.527500,3.220000,3.240000,3.046632,13744400
2018-11-15,3.240000,3.312500,3.192500,3.282500,3.086596,12119600
2018-11-16,3.247500,3.247500,3.112500,3.197500,3.006669,22866800
2018-11-19,3.210000,3.290000,3.192500,3.257500,3.063088,13803600
2018-11-20,3.150000,3.227500,3.035000,3.070000,2.886778,24139600
2018-11-21,3.117500,3.625000,3.077500,3.427500,3.222942,49923200
2018-11-23,3.425000,3.440000,3.290000,3.375000,3.173575,10767200
2018-11-26,3.497500,3.695000,3.497500,3.645000,3.427461,23613600
2018-11-27,3.597500,3.742500,3.550000,3.680000,3.460372,17538800
2018-11-28,3.680000,3.767500,3.680000,3.752500,3.528545,10574800
2018-11-29,3.762500,3.805000,3.635000,3.657500,3.439215,16838400
2018-11-30,3.247500,3.490000,3.200000,3.415000,3.211188,47627200
2018-12-03,3.455000,3.495000,3.382500,3.467500,3.260555,16084800
2018-12-04,3.497500,3.527500,3.360000,3.375000,3.173575,14935600
2018-12-06,3.375000,3.442500,3.310000,3.390000,3.187680,12788800
2018-12-07,3.387500,3.510000,3.375000,3.420000,3.215889,13610400
2018-12-10,3.345000,3.360000,3.207500,3.307500,3.198964,11174800
2018-12-11,3.337500,3.350000,3.212500,3.237500,3.131261,9352800
2018-12-12,3.265000,3.382500,3.245000,3.307500,3.198964,7271200
2018-12-13,3.310000,3.340000,3.167500,3.197500,3.092573,9746400
2018-12-14,3.172500,3.250000,3.172500,3.190000,3.085320,6654800
2018-12-17,3.165000,3.275000,3.137500,3.162500,3.058722,9022800
2018-12-18,3.162500,3.257500,3.152500,3.182500,3.078065,10379600
2018-12-19,3.190000,3.245000,3.130000,3.145000,3.041796,9703600
2018-12-20,3.150000,3.235000,3.052500,3.107500,3.005527,10684800
2018-12-21,3.097500,3.170000,2.942500,2.990000,2.891882,17692000
2018-12-24,2.992500,3.005000,2.910000,2.917500,2.821762,5314000
2018-12-26,2.930000,3.100000,2.890000,3.100000,2.998273,9616800
2018-12-27,3.060000,3.062500,2.907500,3.045000,2.945078,7338400
2018-12-28,3.052500,3.122500,3.002500,3.070000,2.969257,8105200
2018-12-31,3.082500,3.167500,3.077500,3.155000,3.051468,11161200
2019-01-02,3.112500,3.295000,3.105000,3.267500,3.160276,8496800
2019-01-03,3.245000,3.315000,3.172500,3.242500,3.136097,7001600
2019-01-04,3.507500,3.822500,3.425000,3.810000,3.684974,47662800
2019-01-07,3.777500,3.952500,3.735000,3.870000,3.743005,18872000
2019-01-08,3.875000,3.972500,3.787500,3.952500,3.822798,13775200
2019-01-09,3.960000,4.097500,3.930000,3.995000,3.863903,14218000
2019-01-10,3.935000,4.000000,3.880000,3.990000,3.859067,11619200
2019-01-11,3.965000,4.012500,3.942500,3.962500,3.832470,9679200
2019-01-14,3.960000,4.035000,3.892500,3.910000,3.781693,14443600
2019-01-15,3.900000,3.910000,3.797500,3.882500,3.755095,8912800
2019-01-16,3.892500,3.972500,3.845000,3.920000,3.791364,7970400
2019-01-17,3.872500,3.957500,3.825000,3.942500,3.813126,6972000
2019-01-18,4.005000,4.225000,3.970000,3.982500,3.851814,34188800
2019-01-22,3.952500,3.975000,3.790000,3.817500,3.692228,12754800
2019-01-23,3.827500,3.892500,3.782500,3.870000,3.743005,7348000
2019-01-24,3.870000,3.950000,3.860000,3.950000,3.820380,5128000
2019-01-25,3.990000,4.015000,3.932500,3.975000,3.844559,7660400
2019-01-28,3.935000,3.947500,3.747500,3.875000,3.747841,11939600
2019-01-29,3.097500,3.125000,2.777500,2.820000,2.727461,131481200
2019-01-30,2.812500,2.842500,2.777500,2.800000,2.708117,24604000
2019-01-31,2.792500,2.882500,2.775000,2.835000,2.741969,24198400
2019-02-01,2.827500,2.857500,2.795000,2.810000,2.717789,13909600
2019-02-04,2.810000,2.870000,2.750000,2.842500,2.749223,17086000
2019-02-05,2.840000,2.952500,2.837500,2.947500,2.850777,17084400
2019-02-06,2.905000,2.925000,2.850000,2.877500,2.783074,13918400
2019-02-07,2.850000,2.897500,2.807500,2.867500,2.773402,8084400
2019-02-08,2.847500,2.872500,2.827500,2.837500,2.744387,7204800
2019-02-11,2.845000,2.847500,2.790000,2.825000,2.732297,7674400
2019-02-12,2.825000,2.897500,2.825000,2.887500,2.792746,10712000
2019-02-13,2.890000,2.937500,2.845000,2.867500,2.773402,8531200
2019-02-14,2.842500,2.855000,2.810000,2.832500,2.739551,9874000
2019-02-15,2.832500,2.860000,2.820000,2.857500,2.763731,8847200
2019-02-19,2.865000,2.867500,2.782500,2.800000,2.708117,13222400
2019-02-20,2.807500,2.825000,2.787500,2.800000,2.708117,11842000
2019-02-21,2.807500,2.822500,2.752500,2.757500,2.667012,9956800
2019-02-22,2.755000,2.845000,2.755000,2.842500,2.749223,12998000
2019-02-25,2.845000,2.950000,2.845000,2.887500,2.792746,14378000
2019-02-26,2.885000,2.927500,2.875000,2.910000,2.814508,8632000
2019-02-27,2.915000,2.982500,2.905000,2.917500,2.821762,13589200
2019-02-28,2.922500,2.965000,2.897500,2.925000,2.829015,11280800
2019-03-01,2.970000,3.002500,2.937500,2.937500,2.841105,7604800
2019-03-04,2.947500,2.962500,2.867500,2.892500,2.797582,8914400
2019-03-05,3.020000,3.025000,2.840000,2.900000,2.804836,22151600
2019-03-06,2.915000,2.967500,2.890000,2.890000,2.795164,13251600
2019-03-07,2.890000,2.915000,2.860000,2.897500,2.802418,7245600
2019-03-08,2.767500,2.805000,2.687500,2.742500,2.652504,24686400
2019-03-11,2.745000,2.820000,2.722500,2.815000,2.722625,10814400
2019-03-12,2.820000,2.887500,2.807500,2.867500,2.773402,8659600
2019-03-13,2.885000,2.910000,2.867500,2.895000,2.800000,8766400
2019-03-14,2.827500,2.835000,2.725000,2.737500,2.737500,11358400
2019-03-15,2.747500,2.780000,2.725000,2.765000,2.765000,14149600
2019-03-18,2.772500,2.792500,2.745000,2.767500,2.767500,9804800
2019-03-19,2.767500,2.810000,2.725000,2.740000,2.740000,12359600
2019-03-20,2.740000,2.740000,2.600000,2.625000,2.625000,16415600
2019-03-21,2.617500,2.682500,2.587500,2.637500,2.637500,12821200
2019-03-22,2.662500,2.665000,2.610000,2.612500,2.612500,13156000
2019-03-25,2.615000,2.622500,2.517500,2.535000,2.535000,17944800
2019-03-26,2.527500,2.610000,2.522500,2.587500,2.587500,14140400
2019-03-27,2.592500,2.635000,2.562500,2.572500,2.572500,10424800
2019-03-28,2.590000,2.622500,2.517500,2.547500,2.547500,12489200
2019-03-29,2.552500,2.590000,2.537500,2.540000,2.540000,11676000
2019-04-01,2.572500,2.605000,2.510000,2.592500,2.592500,17662800
2019-04-02,2.592500,2.602500,2.522500,2.525000,2.525000,34680800
2019-04-03,2.215000,2.507500,2.205000,2.407500,2.407500,106391600
2019-04-04,2.435000,2.515000,2.412500,2.507500,2.507500,31671200
2019-04-05,2.490000,2.502500,2.447500,2.465000,2.465000,22974400
2019-04-08,2.447500,2.520000,2.432500,2.485000,2.485000,18204000
2019-04-09,2.462500,2.500000,2.452500,2.455000,2.455000,11914000
2019-04-10,2.470000,2.502500,2.470000,2.492500,2.492500,11228800
2019-04-11,2.495000,2.495000,2.435000,2.440000,2.440000,10180800
2019-04-12,2.447500,2.457500,2.322500,2.330000,2.330000,19114000
2019-04-15,2.317500,2.337500,2.202500,2.235000,2.235000,22109600
2019-04-16,2.250000,2.287500,2.237500,2.270000,2.270000,18880000
2019-04-17,2.277500,2.280000,2.187500,2.235000,2.235000,15684400
2019-04-18,2.215000,2.257500,2.185000,2.192500,2.192500,15256800
2019-04-22,2.187500,2.205000,2.132500,2.162500,2.162500,25114800
2019-04-23,2.160000,2.242500,2.160000,2.222500,2.222500,17809200
2019-04-24,2.225000,2.265000,2.222500,2.252500,2.252500,16424400
2019-04-25,2.247500,2.250000,2.180000,2.237500,2.237500,10508000
2019-04-26,2.232500,2.257500,2.220000,2.222500,2.222500,9227200
2019-04-29,2.222500,2.225000,2.177500,2.190000,2.190000,10192400
2019-04-30,2.200000,2.212500,2.162500,2.162500,2.162500,12830800
2019-05-01,2.165000,2.197500,2.117500,2.127500,2.127500,14155600
2019-05-02,2.127500,2.207500,2.127500,2.192500,2.192500,12467600
2019-05-03,2.202500,2.247500,2.192500,2.242500,2.242500,8718400
2019-05-06,2.212500,2.230000,2.165000,2.212500,2.212500,9624800
2019-05-07,2.192500,2.230000,2.172500,2.192500,2.192500,10366400
2019-05-08,2.187500,2.212500,2.162500,2.172500,2.172500,8249600
2019-05-09,2.150000,2.162500,2.120000,2.130000,2.130000,9358000
2019-05-10,2.130000,2.145000,2.090000,2.120000,2.120000,9206000
